municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
SALTO DO LONTRA,23,MAURÍCIO BAÚ,PPS/PPS / PDT / DEM / PEN / PMN / PPL / PROS / PSB / PSC / PSD / PSDB / PTB / PV / SD,6223,70.28%,Paraná,false
SANTA AMÉLIA,43,JARBAS CARNELOSSI,PV/PMDB / DEM / PV / PHS,1581,58.95%,Paraná,false
SANTA CECÍLIA DO PAVÃO,14,EDIMAR SANTOS,PTB/PTB / PSDB / PV / DEM,1487,55.69%,Paraná,false
SANTA CRUZ DE MONTE CASTELO,22,FRAN BONI,PR/PSDB / PSB / PPS / PRTB / PTB / PSL / PR,3012,88.56%,Paraná,false
SANTA FÉ,15,FERNANDO,PMDB/PMDB / PSC / PP / PDT / PT / PROS,3708,50.82%,Paraná,false
SANTA HELENA,15,AIRTON COPATTI,PMDB/PMDB / PDT / PPS / PTN / PSB / PSC,8730,50.41%,Paraná,false
SANTA INÊS,20,BRUNO LUVISOTTO,PSC/PR / PTB / PSC / PP,844,53.9%,Paraná,false
SANTA ISABEL DO IVAÍ,14,VALENTE,PTB/PTB / PEN / PV / PMDB / PPS / PPL / PSB,4337,79.43%,Paraná,false
SANTA IZABEL DO OESTE,45,MOACIR FIAMONCINI,PSDB/PSDB / PMDB / DEM / SD / PDT / PTB / PSC / PT / PR / PSB,6200,1%,Paraná,false
SANTA LÚCIA,15,RENATO,PMDB/PMDB / PDT / PP / PSL / PROS / PT / PSD,1576,55.85%,Paraná,false
SANTA MARIA DO OESTE,15,REINOLDO,PMDB/PSDB / PMDB / PT / PRB,4522,64.49%,Paraná,false
SANTA MARIANA,15,JORGE NUNES,PMDB/PDT / PR / DEM / PHS / PMDB / PPS,5959,1%,Paraná,false
SANTA MÔNICA,45,SÉRGIO FERREIRA,PSDB/PSDB / PMDB / DEM / PSC / PSB,1429,1%,Paraná,false
SANTANA DO ITARARÉ,12,JOÁS,PDT/PDT / PT / PV / PP / PSB,2136,54.81%,Paraná,false
SANTA TEREZA DO OESTE,10,KABELO,PRB/PRB / PDT / PSD / PPS / PSL / PSDB / PRTB / PMB / PROS / SD,4071,54.17%,Paraná,false
SANTA TEREZINHA DE ITAIPU,45,CLAUDIO EBERHARD,PSDB/PP / PTB / PSL / PTN / DEM / PMN / PV / PSDB / SD / PROS,10971,76.85%,Paraná,false
SANTO ANTÔNIO DA PLATINA,31,PROF. ZEZÃO,PHS/PHS / PTN / PMN,10086,48.41%,Paraná,false
SANTO ANTONIO DO CAIUÁ,11,OSMAR STACHOVSKI,PP/PP / PSB / PSDB / PT / PHS / DEM,1148,53.37%,Paraná,false
SANTO ANTÔNIO DO PARAÍSO,40,WANDERLEY,PSB/PSB / PSDB / PTN / PPS / PT / PRB / PMDB / PP,1058,50.99%,Paraná,false
SANTO ANTÔNIO DO SUDOESTE,15,ZELÍRIO FERRARI,PMDB/PMDB / PSDB / PSC / PR / PTB / PDT / PP / PSL,6133,52.67%,Paraná,false
SANTO INÁCIO,15,JUNIOR VENCESLAU,PMDB/PMDB / DEM / PTB / PEN / PT,2335,59.63%,Paraná,false
SÃO CARLOS DO IVAÍ,77,ZE LUIZ,SD/PT / PSC / DEM / SD,2631,58.03%,Paraná,false
SÃO JERÔNIMO DA SERRA,23,RICARDO,PPS/DEM / PSC / SD / PRP / PPS,3485,50.94%,Paraná,false
SÃO JOÃO,45,VADECO,PSDB/PSDB / PDT / PTB / PP / PR / PPS / DEM / PTC / PSB / PV / PSD / PT,3779,50.87%,Paraná,false
SÃO JOÃO DO CAIUÁ,45,CARLOS MAIA,PSDB/PSDB / PMN / PPS / PR / PP / DEM / PSD / PSB,2342,59.31%,Paraná,false
SÃO JOÃO DO IVAÍ,20,FÁBIO HIDEK,PSC/PP / PTB / PSC / PV / PSDB / PROS / PPS,4436,59.26%,Paraná,false
SÃO JOÃO DO TRIUNFO,13,ABIMAEL DO VALLE,PT/PT / PDT / PSB / PROS / PMB,4315,47.37%,Paraná,false
SÃO JORGE D'OESTE,12,GILMAR PAIXÃO,PDT/PDT / PT / PMDB / PV / DEM / PPL / PMB / PMN,3997,56.1%,Paraná,false
SÃO JORGE DO IVAÍ,11,ANDRÉ BOVO,PP/PP / PSDB / PSB / PMN / DEM,3441,1%,Paraná,false
SÃO JORGE DO PATROCÍNIO,55,BARALDI,PSD/PP / PMDB / PTN / PSC / PSD,2609,56.04%,Paraná,false
SÃO JOSÉ DA BOA VISTA,45,SERJAO KRONEIS,PSDB/PTB / PSB / PSDB / PSC,2937,1%,Paraná,false
SÃO JOSÉ DAS PALMEIRAS,11,GILBERTO SALVADOR,PP/PP / DEM / PPL / PSD / PR,1867,61.31%,Paraná,false
SÃO JOSÉ DOS PINHAIS,20,TONINHO DA FARMÁCIA,PSC/PP / PSB / PSDB / PSDC / PMN / PSC / PSD / PMDB / PPS / PRB / PRTB / PRP / PT do B / PTC / DEM,61484,53.31%,Paraná,false
SÃO MANOEL DO PARANÁ,40,AGNALDO TREVISAN,PSB/PSB / SD / PTB / PSD / PPS / PT / PROS / PSDB / PMDB / PV,1074,60.88%,Paraná,false
SÃO MATEUS DO SUL,45,LUIZ ADYR,PSDB/PSDB / PMB / PSDC / DEM / PSD / PT do B / PROS / SD / PHS / PRB / PP,14809,57.8%,Paraná,false
SÃO MIGUEL DO IGUAÇU,22,CLAUDIO DUTRA,PR/PR / DEM / PSDB / PDT / PROS / PV / PRB / PMB / PEN / PSD / PTN / SD / PSC / PC do B / PRP,8458,48.53%,Paraná,false
SÃO PEDRO DO IGUAÇU,15,JACI DANELLI,PMDB/PP / PMDB / PSDB,1745,1%,Paraná,false
SÃO PEDRO DO IVAÍ,14,ZÉ ISALBERTI,PTB/PDT / PTB / PPS / DEM / PSDB,3922,65.51%,Paraná,false
SÃO PEDRO DO PARANÁ,14,NEILA FERNANDES,PTB/PTB / PMDB / PSC / PR / PT / PSDB,1692,84.05%,Paraná,false
SÃO SEBASTIÃO DA AMOREIRA,40,PARDHAL,PSB/PSB / PP / PSDB / PROS / PV / PRB / PMN,3077,52.77%,Paraná,false
SÃO TOMÉ,12,OCELIO,PDT/PMN / SD / PDT / PTB / PP / PSDB / PPS,2321,54.5%,Paraná,false
SAPOPEMA,12,GIMERSON,PDT/PDT / PT / PTB / PMDB / PPS / PMB / PSB,2908,1%,Paraná,false
SARANDI,45,VOLPATO,PSDB/PSDB / PSB / PTB / PSC / PR / PP / PMN / PPS / PSDC / PC do B,21478,47.58%,Paraná,false
SAUDADE DO IGUAÇU,43,MAURO CESAR CENCI,PV/PP / PMDB / PSL / PTC / PR / PV / PSDB / SD / PSD / PTB / PSC,2521,58.9%,Paraná,false
SENGÉS,23,NELSON PEZINHO,PPS/PP / PMDB / PR / PPS / PMB / PV / PROS,4513,42.44%,Paraná,false
SERRANÓPOLIS DO IGUAÇU,15,LUIZ FERRI E DIOGO,PMDB/PMDB / PSC / DEM / PMB,1842,47.68%,Paraná,false
SERTANEJA,55,JAMISON,PSD/PDT / PP / PROS / PHS / PSC / PPS / PT / PSDB / PSD / PSB,2682,62.11%,Paraná,false
SIQUEIRA CAMPOS,40,BÍ,PSB/PSDB / DEM / PDT / PHS / SD / PMDB / PR / PV / PSD / PSC / PTB / PSL / PTN / PP / PSB / PMB,7186,61.67%,Paraná,false
SULINA,15,PAULÃO,PMDB/PMDB / PV / PSC / PSB / PT / PSD / DEM / PP,1411,54.02%,Paraná,false
TAMARANA,25,BETO SIENA,DEM/DEM / SD / PP / PTB / PSC / PPS / PV / PSD / PSL,3628,52.63%,Paraná,false
TAMBOARA,55,TONINHO CAUNETO,PSD/PP / PV / PHS / PSD / PSC / PSB,2043,55.44%,Paraná,false
TAPEJARA,45,RODRIGO PEZÃO,PSDB/PSDB / PTB / PPS / PSB / PROS / DEM / PDT / PSL / PV,5688,60.34%,Paraná,false
TAPIRA,20,CLAUDIO,PSC/PP / PTB / PROS / PSC / PHS / PT,1962,47.02%,Paraná,false
TEIXEIRA SOARES,40,LULA THOMAZ,PSB/PSB / REDE / PROS / PTN / PDT / PMN / PRB / PMB / PPS / PMDB / PC do B / PSDB / PSC / PR,3890,59.96%,Paraná,false
TELÊMACO BORBA,12,DR. MÁRCIO,PDT/PDT / PTB / PMDB / PRTB / PHS / PTC / PV / PRP / PEN / PC do B / SD,17253,45.26%,Paraná,false
TERRA BOA,12,VALTER PERES,PDT/PP / PDT / PT / PTB / PMDB / PSC / PPS / PSB / PV / PRP / PSDB / PSD / SD / PROS,9630,1%,Paraná,false
TERRA RICA,55,JULIO DA FARMACIA,PSD/PT / PSD / PSC,3735,39.77%,Paraná,false
TERRA ROXA,20,ALTAIR DE PADUA,PSC/PSC / PP / PDT / PTB / PMDB / PPS / PHS / PMN / PV / PSDB,6617,65.17%,Paraná,false
TIBAGI,15,RILDO LEONARDI,PMDB/PMDB / PDT / DEM / PRB / PP / PT / PR / PC do B,5729,49.9%,Paraná,false
TIJUCAS DO SUL,45,CESAR MATUCHESKI,PSDB/PRB / PSL / PSB / PSDB,5437,56.01%,Paraná,false
TOLEDO,11,LUCIO DE MARCHI,PP/PP / PR / PSD / SD / PRB / PTC / PSDB / DEM / PSC / PTB / PEN / PPL / PV / PRP,42733,57.21%,Paraná,false
TOMAZINA,55,FLÁVIO ZAN,PSD/PMDB / PR / PSB / PSDB / PSD,2844,50.56%,Paraná,false
TRÊS BARRAS DO PARANÁ,15,HELIO BRUNING,PMDB/PMDB / PSDB / PV / PPS,3924,49.38%,Paraná,false
TUNAS DO PARANÁ,45,JOEL DO ROCIO,PSDB/PSDB / PSC / PTB / SD / PR / PP / PDT,2602,61.54%,Paraná,false
TUNEIRAS DO OESTE,22,BÓIA,PR/PP / PMDB / PR / PHS,3473,56.74%,Paraná,false
TUPÃSSI,15,ITO,PMDB/PMDB / DEM / PSD / PTB,2842,50.49%,Paraná,false
TURVO,22,JERONIMO,PR/PR / PTB / PSDB / PSD / PP,5376,55.38%,Paraná,false
UBIRATÃ,20,BACO,PSC/PSC / PMDB / PSD / PSL / PT / PV / SD / PTB / PDT / PRTB,7987,55.97%,Paraná,false
UMUARAMA,20,CELSO LUIZ POZZOBOM,PSC/PSC / PSB / PSD / PSDC / PTN / PP / PPS / PHS,27434,51.83%,Paraná,false
UNIÃO DA VITÓRIA,22,SANTIN ROVEDA,PR/PMDB / PSB / PR / PV / PC do B / PHS / PTB / PSL / PSDB / PPS / PMN / PPL / PTN,16333,57.39%,Paraná,false
UNIFLOR,40,ALAN PETENAZZI,PSB/PSB / PV / PP / DEM / PHS / SD / PROS,979,47.94%,Paraná,false
URAÍ,20,CARLINHOS TAMURA,PSC/PSC / PTB / PSDB / PV / PSD / PSB / PT / PPS / PSDC,5504,82%,Paraná,false
VENTANIA,25,HELLY,DEM/DEM / PPS / PRB / PMDB,2818,44.55%,Paraná,false
VERA CRUZ DO OESTE,77,NEI SGOBI,SD/PSL / PSC / PR / PPS / PPL / SD,2233,39.69%,Paraná,false
VERÊ,22,ADEMILSO ROSIN,PR/PR / PDT / PMDB / PV / PSL,3217,51.7%,Paraná,false
VIRMOND,11,NEIMAR GRANOSKI,PP/PP / PDT / PHS / PV / PSDB / SD / PEN / PPL,1546,49.11%,Paraná,false
VITORINO,15,JUAREZ VOTRI,PMDB/PMDB / PV / PP / PSC / PSD / PMN,2658,56.04%,Paraná,false
WENCESLAU BRAZ,12,PAULO LEONAR,PDT/PDT / PSDC / PHS,4776,41.06%,Paraná,false
XAMBRÊ,23,FOFÃO,PPS/PPS / PROS / PSD / PMDB,2367,50.61%,Paraná,false
ÁGUA BRANCA,15,TOM,PMDB/PMDB,2974,50.99%,Paraíba,false
AGUIAR,14,LOURIVAL,PTB/PTB / PSDB / PR / PMB / PT do B / PDT / PRB / PC do B / PSB / PMN,2656,72.53%,Paraíba,false
ALAGOA GRANDE,55,SOBRINHO,PSD/PRB / PTB / PSD / PT do B,7474,46.67%,Paraíba,false
ALAGOA NOVA,45,AQUINO,PSDB/PSDB / PSD / PTB / PT do B / PHS / PDT / PP / PPS / DEM,6174,51.71%,Paraíba,false
ALAGOINHA,15,JEOVÁ JOSÉ,PMDB/PMDB / PSDB / PP / PR / PROS / PSL / PPS / PDT,4656,53.28%,Paraíba,false
ALCANTIL,10,MILTON,PRB/PRB / PP / PDT / PT / PPS / PSDC / PSB / PSD / PC do B,1997,52.24%,Paraíba,false
ALGODÃO DE JANDAÍRA,55,MARICLEIDE,PSD/PMDB / DEM / PC do B / PSD / PSL,1234,50.04%,Paraíba,false
ALHANDRA,25,RENATO MENDES,DEM/DEM / PTB / PSDB / PHS / PR / PT do B / PPS / PEN,7722,51.42%,Paraíba,false
AMPARO,25,INÁCIO NÓBREGA,DEM/PRTB / PPS / DEM,1030,50.71%,Paraíba,false
APARECIDA,55,JULIO CESAR,PSD/PSD / PTC / PSDB / PSB,2911,51.2%,Paraíba,false
ARAÇAGI,40,MURILIO NUNES,PSB/PSB / PSL / PR / SD / PT do B / PSDB / PT,6158,58.73%,Paraíba,false
ARARA,17,NEN,PSL/PRB / PT / PTB / PSL / PR / PHS / PSDB / PSD / PT do B,3980,60.79%,Paraíba,false
ARARUNA,11,VITAL COSTA,PP/PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV,5860,57.02%,Paraíba,false
AREIA,45,JOÃO FRANCISCO,PSDB/PSDB / PSD / PRB / PTB / PMDB / PSC / PTC / PHS / PPS / PMB,8873,61.69%,Paraíba,false
AREIA DE BARAÚNAS,25,GUIA DE ZÉ DE PEDRO VELHO,DEM/DEM / PSDB,832,52.62%,Paraíba,false
AREIAL,45,ADELSON,PSDB/PT / PSDB / PSD,2603,54.89%,Paraíba,false
AROEIRAS,45,MYLTON MARQUES,PSDB/PTB / PSDB / PPS / PSD,6269,51.32%,Paraíba,false
ASSUNÇÃO,14,VOGEL,PTB/PTB / PT / PSB / DEM / PPS,1981,65.57%,Paraíba,false
BAÍA DA TRAIÇÃO,14,SERGINHO LIMA,PTB/PTB / PSDB / DEM / PMB,2034,37.4%,Paraíba,false
BANANEIRAS,40,DOUGLAS LUCENA,PSB/DEM / PV / PSD / PT / PPS / PDT / PRTB / PHS / SD / PSB,6779,51.39%,Paraíba,false
BARAÚNA,40,MANASSES DANTAS,PSB/PMDB / PP / PR / PSD / PSB,1934,55.08%,Paraíba,false
BARRA DE SANTANA,55,CACILDA,PSD/PP / PR / PPS / PSDC / PSD,2999,51.35%,Paraíba,false
BARRA DE SANTA ROSA,25,NETO,DEM/DEM / PSB / PHS / PDT / PP,5575,62.66%,Paraíba,false
BARRA DE SÃO MIGUEL,40,JOÃO BATISTA,PSB/PSB / PMDB / PT / PTB / PT do B / PSD / PPS,2364,56.09%,Paraíba,false
BAYEUX,19,BERG LIMA,PTN/PTN / PR / PHS / PPS / PTB / PTC / REDE / PT / PSDB,33437,58.92%,Paraíba,false
BELÉM,15,RENATA,PMDB/PV / SD / PT do B / PMDB,5401,50.9%,Paraíba,false
BELÉM DO BREJO DO CRUZ,70,EVANDRO MAIA,PT do B/PSB / PT do B / PROS / SD / PHS / PP,2820,55.57%,Paraíba,false
BERNARDINO BATISTA,40,GERVAZIO GOMES,PSB/PSB / PTB / DEM / PSDB,1962,1%,Paraíba,false
BOA VENTURA,55,LEONICE LOPES,PSD/PSD / PSDC / PROS / PPS,2376,56.36%,Paraíba,false
BOA VISTA,12,ANDRÉ GOMES,PDT/PDT / PTB / PSL / PSDB / PSC / PC do B,2916,58.25%,Paraíba,false
BOM JESUS,55,ROBERTO BAYMA,PSD/PSD / PSDB / PTB / PP / PR,1638,60%,Paraíba,false
BOM SUCESSO,14,PEDRO CAETANO,PTB/PTB / DEM / PRB / PROS,2159,58.75%,Paraíba,false
BONITO DE SANTA FÉ,40,CHICO PEREIRA,PSB/PT do B / PRB / PC do B / PT / PP / PEN / PTB / PMDB / PSC / PSB,3425,58.7%,Paraíba,false
BOQUEIRÃO,55,JOÃO PAULO II,PSD/PDT / PTB / PR / PSD,8107,69.49%,Paraíba,false
BORBOREMA,14,GILENE,PTB/PTB / PMDB / DEM / PSDB,2037,56.08%,Paraíba,false
BREJO DO CRUZ,22,BARÃO,PR/PP / PR / PSD / PMB / PSB / PV,4672,56.03%,Paraíba,false
BREJO DOS SANTOS,45,DR. LAURI,PSDB/DEM / PSDB / PSD,2634,51.72%,Paraíba,false
CAAPORÃ,12,KIKO,PDT/PDT / PTB / PSC / PPS / DEM / PHS / PMB / PSDB / PEN / PT do B / SD / PMN,9795,71.31%,Paraíba,false
CABACEIRAS,40,TIAGO CASTRO,PSB/PSB / PMDB / DEM / PROS / PTB / PP / PC do B / PTN / PDT,2083,53.87%,Paraíba,false
CABEDELO,44,LETO VIANA,PRP/PRP / PRTB / PSDB / PSC / PPS / PEN / PMN / PSL / PR,15901,48.3%,Paraíba,false
CACHOEIRA DOS ÍNDIOS,40,ALLAN,PSB/PSB / PRB / PTB / PMB / PV,3042,50.82%,Paraíba,false
CACIMBA DE AREIA,15,ROGÉGIO CAMPOS,PMDB/PC do B / PMDB / PSB,1501,50.54%,Paraíba,false
CACIMBA DE DENTRO,40,NELINHO,PSB/PDT / PT / DEM / PV / PSB / PSC / PR / PSL,5420,50.88%,Paraíba,false
CACIMBAS,40,LEO,PSB/PSB / PDT / REDE / PRB / DEM,2264,51.7%,Paraíba,false
CAIÇARA,40,HUGO ALVES,PSB/PSB / PSDB / PSL,2996,58.04%,Paraíba,false
CAJAZEIRAS,11,ZÉ ALDEMIR,PP/PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B,16926,49.7%,Paraíba,false
CAJAZEIRINHAS,40,ASSIS RODRIGUES,PSB/PSB / PP / PSC / PPS / PSD / PT,1798,60.36%,Paraíba,false
CALDAS BRANDÃO,15,NEUMA ROLIM,PMDB/PMDB / DEM / PP / PTN,2704,64.08%,Paraíba,false
CAMALAÚ,45,SANDRO MOCO,PSDB/PSDB / PV,2335,52.06%,Paraíba,false
CAMPINA GRANDE,45,ROMERO RODRIGUES,PSDB/PSDB / PP / PSD / PPL / PHS / PMB / PTC / PSDC / PRB / PMN / PSC / PTB,138996,62.85%,Paraíba,false
CAPIM,45,TIAGO LISBOA,PSDB/PSDB / PV / PRB / PSD / SD,2454,52.01%,Paraíba,false
CARAÚBAS,40,SILVANO DUDU,PSB/PSC / PSB,1734,51.58%,Paraíba,false
CARRAPATEIRA,22,MARINEIDE DE DEDE,PR/PR / PPS / DEM / PC do B / PSDB,1031,50.44%,Paraíba,false
CASSERENGUE,45,DINDA,PSDB/PSDB / PRB / PRTB,2387,52.59%,Paraíba,false
CATINGUEIRA,15,DR. ODIR,PMDB/PMDB / PSB / DEM / PSD / PC do B / PT do B,2339,61.86%,Paraíba,false
CATOLÉ DO ROCHA,14,LEOMAR BENÍCIO MAIA,PTB/PTB / PP / DEM / PSDB / PPS,9757,56.7%,Paraíba,false
CATURITÉ,55,ZÉ JOÃO,PSD/PSD / PRB / PDT / PRTB / PTC / PSDB / PC do B,2194,56.24%,Paraíba,false
CONCEIÇÃO,45,NILSON LACERDA,PSDB/PP / PMDB / PSC / PR / DEM / PRTB / PTC / PSDB,6358,55.44%,Paraíba,false
CONDADO,22,CAIO PAIXAO,PR/PR / PSDB / PSC / PSD / PC do B / PRB / DEM,3107,68.26%,Paraíba,false
CONDE,40,MÁRCIA LUCENA,PSB/PSB / PEN / PV / PT / PRTB,6477,49.1%,Paraíba,false
CONGO,12,JUNIOR QUIRINO,PDT/PDT / PMDB / PT / PSC / PSB,2733,71.21%,Paraíba,false
COREMAS,12,CHAGUINHA DE EDILSON,PDT/PDT / PP / PSC / PR / PSB / PSD,4640,48.48%,Paraíba,false
COXIXOLA,25,GIVALDO,DEM/DEM / PSB / PSD,866,55.94%,Paraíba,false
CRUZ DO ESPÍRITO SANTO,55,PEDRITO,PSD/PSD / PSL,6934,55.74%,Paraíba,false
CUBATI,40,DUDU,PSB/PSB / PTB / PPS / PSD / PSDC,3160,61.36%,Paraíba,false
CUITÉ,17,CHARLES CAMARAENSE,PSL/PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B,6887,51.97%,Paraíba,false
CUITÉ DE MAMANGUAPE,20,JAIR DA FARMÁCIA,PSC/PSC / PP / PDT / PTN / PC do B,2998,53.95%,Paraíba,false
CUITEGI,40,GUILHERMINHO MADRUGA,PSB/PMDB / PP / PSB / PRB / PDT / PSDC / PSD / PROS,2396,53.72%,Paraíba,false
CURRAL DE CIMA,45,TOTÓ RIBEIRO,PSDB/PP / PSL / PR / PSDB / PT do B / SD,2155,54.34%,Paraíba,false
CURRAL VELHO,45,FILHINHO,PSDB/PSDB / PSD / PTB,990,55.06%,Paraíba,false
DAMIÃO,40,LUCILDO,PSB/PSB / PTB / PMDB / PROS / PSDB,2013,53.11%,Paraíba,false
DESTERRO,22,DIDI,PR/PR / PP / PMDB / PPS / PSDB / PHS,2797,51.15%,Paraíba,false
DIAMANTE,45,CARMELITA DE ODONIEL,PSDB/PSDB / PTB / DEM / PSD,2534,55.53%,Paraíba,false
DONA INÊS,55,JOÃO IDALINO,PSD/PSD / PP / PSDB,3424,50.24%,Paraíba,false
DUAS ESTRADAS,22,JOYCE,PR/PR / PSDB / PDT / PMDB / PSC,1635,55.05%,Paraíba,false
EMAS,15,SEGUNDO MADRUGA,PMDB/PRB / PMDB / PEN / DEM / PSD,1462,54.61%,Paraíba,false
ESPERANÇA,40,NOBINHO,PSB/PT do B / PSL / PROS / PC do B / PTB / PSB / PT / PPS / PMB,10742,54.41%,Paraíba,false
FAGUNDES,15,MAGNA DANTAS,PMDB/PMDB / PP / PT do B / SD / PSD,4018,53.9%,Paraíba,false
FREI MARTINHO,40,AIDO,PSB/DEM / PDT / PSB / PSD,1319,54.04%,Paraíba,false
GADO BRAVO,45,DR. PAULO,PSDB/PSDB / PSD / PSL / PR,3108,55.02%,Paraíba,false
GUARABIRA,45,ZENÓBIO TOSCANO,PSDB/PC do B / PSDB / PSDC / PPS / PSD / PMB / PTN / PP,15609,47.23%,Paraíba,false
GURINHÉM,15,CLÁUDIO MADRUGA,PMDB/PMDB / PSDB / PT do B,4536,50.1%,Paraíba,false
GURJÃO,20,RONALDO,PSC/PDT / PMDB / PSC / PSB / PT do B / DEM / PSDB / PRB / PR / PSD,1800,70.92%,Paraíba,false
IBIARA,40,NENIVALDO BARROS,PSB/PSB / DEM / PRB / PSDC,2649,57.12%,Paraíba,false
IGARACY,14,LIDIO CARNEIRO,PTB/PTB / PSDB / PT / PSD / PRP / PTC,2291,52.84%,Paraíba,false
IMACULADA,55,DADA LUSTOSA,PSD/PSD / PTB / DEM / PV,3762,53.64%,Paraíba,false
INGÁ,55,MANOEL DA LENHA,PSD/PRB / PP / PRP / PR / PSD / PSB / PSDC / DEM / PHS / REDE / PSC / PT do B,6174,54.95%,Paraíba,false
ITABAIANA,40,DR. LÚCIO,PSB/PSB / PDT / PMN / PRB / SD / PTB / PT / PROS / PRP / PP,9485,62.31%,Paraíba,false
ITAPORANGA,15,DIVALDO DANTAS,PMDB/PMDB / PTN / PSB / PP / PEN / PHS / PTB / PT,7421,55.6%,Paraíba,false
ITAPOROROCA,25,ELISSANDRA,DEM/DEM / PDT / PTB / PV,5505,56.01%,Paraíba,false
ITATUBA,40,ARON,PSB/PRB / PSL / PPS / DEM / PSB / PSD,5245,77.29%,Paraíba,false
JACARAÚ,15,ELIAS COSTA,PMDB/PMDB / PT / DEM / PRP / PSC / PSD / PROS,5479,53.92%,Paraíba,false
JERICÓ,11,CLAUDIO,PP/PP / PDT / PTB / PMDB / PHS / PSDB / PROS,2829,50.8%,Paraíba,false
JOÃO PESSOA,55,LUCIANO CARTAXO,PSD/PSD / PMDB / PTN / PRB / PMN / PSDB / PP / PC do B / PHS / PSC / SD / PSDC,222689,59.67%,Paraíba,false
JOCA CLAUDINO,14,DRA. JORDHANNA,PTB/PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,1310,53.87%,Paraíba,false
JUAREZ TÁVORA,55,ANA DE NAL,PSD/PSD / PRB / PTB / DEM / PSC / PMDB / PSDC / PP / PTN / PC do B,2914,50.18%,Paraíba,false
JUAZEIRINHO,70,BEVILACQUA,PT do B/PT do B / PSB / PSD / DEM / PROS / REDE / PPS / PPL / PTB,5911,58.85%,Paraíba,false
JUNCO DO SERIDÓ,40,KLEBER,PSB/PRB / PT do B / PSB / PSD / PR / PPS / PSDB,2969,70.77%,Paraíba,false
JURIPIRANGA,40,DR  PAULO,PSB/PSB / PMDB / PV / PSL / DEM,4295,54.18%,Paraíba,false
JURU,40,LUIZ GALVÃO,PSB/PSB / PRB / PT / PDT / PMDB,3635,59.13%,Paraíba,false
LAGOA,40,TOINHO ALIPIO,PSB/PSB / PMDB,1646,42.5%,Paraíba,false
LAGOA DE DENTRO,55,FABIANO PEDRO,PSD/PSD / PSDB / PTB / PPS / PRB,3109,60.53%,Paraíba,false
LAGOA SECA,45,FABIO RAMALHO,PSDB/PSDB / PSD / PP / PSL / PPS / DEM / PR / PSDC / PMB / PT do B,10389,67.57%,Paraíba,false
LASTRO,45,DR. ATHAIDE,PSDB/PT / PSDB / PDT / PRTB / PP / DEM / PPS,1653,50.14%,Paraíba,false
LIVRAMENTO,22,CARMELITA VENTURA,PR/PR / PT do B / PSB / PSL / PPS / PRB / PSDC / PV,2617,56.32%,Paraíba,false
LOGRADOURO,40,CÉLIA,PSB/PSB,1611,57.37%,Paraíba,false
LUCENA,40,MARCELO MONTEIRO,PSB/PSL / PP / PHS / PT do B / PSB / PRTB / PTB,3765,40.3%,Paraíba,false
MÃE D'ÁGUA,15,CIRINO,PMDB/PMDB / PP / PPS / DEM / PSD,2374,74.28%,Paraíba,false
MALTA,15,NAEL ROSA,PMDB/PMDB / PTB / DEM / PSDB / PT do B,2737,65.9%,Paraíba,false
MAMANGUAPE,40,EUNICE,PSB/PRTB / PSB / PRB / PDT / PT / PMB / PV / DEM / PEN / PT do B / PMN / PHS / PTN / PRP / PSL / PC do B,12859,52.7%,Paraíba,false
MANAÍRA,33,NEL,PMN/PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN,3573,53.71%,Paraíba,false
MARCAÇÃO,12,LILI,PDT/PDT / PRB / PMDB / PC do B / PT do B / PTC / PR / DEM / PPS / PSD,2679,51.2%,Paraíba,false
MARI,55,ANTONIO GOMES,PSD/PSD / PSDB / PR / DEM / PTB / PT do B / PSL,6298,49.44%,Paraíba,false
MARIZÓPOLIS,45,ZE DE PEDRINHO,PSDB/PSDB / REDE / PMDB / PC do B / PSC / PHS / PSD / DEM / PPS,2584,54.97%,Paraíba,false
MASSARANDUBA,45,PAULO OLIVEIRA,PSDB/PSDB / PSD / SD,4250,49.63%,Paraíba,false
MATARACA,14,EGBERTO,PTB/PTB / PSB / PDT / PMB / PRTB,2508,39.07%,Paraíba,false
MATINHAS,55,FATIMA SILVA,PSD/PP / PSD,1856,53.75%,Paraíba,false
MATO GROSSO,15,DOCA,PMDB/PMDB / PSB / PR / SD / DEM / PTN / PEN,1832,69.95%,Paraíba,false
MATURÉIA,12,ZÉ PEREIRA,PDT/PDT / PTB / PSDB,2216,51.36%,Paraíba,false
MOGEIRO,22,ALBERTO FERREIRA,PR/PMN / PR / PSDB / PMDB / PP / PRB / PSL / PTC / PT do B,4434,51.36%,Paraíba,false
MONTADAS,55,JONAS,PSD/PSDB / PSD / PT do B,1967,52.82%,Paraíba,false
MONTE HOREBE,15,MARCOS ERON,PMDB/PMDB / PPS / DEM / PSD / PHS / PSDB,1755,56.94%,Paraíba,false
